gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000050844	0.08799715	0.0004194184	0.21388505	0.9685656	NA
ENSMUSG00000050846	95.30774	-0.06076919	0.10789682	0.3111316	0.750338
ENSMUSG00000050854	65.14082	0.08576205	0.11930201	0.1183624	0.5696344
ENSMUSG00000050855	119.5313	-0.07263646	0.11157698	0.2162199	0.6695946
ENSMUSG00000050856	328.4719	-0.002509505	0.11282377	0.9635714	0.9916849
ENSMUSG00000050860	26.14778	-0.06056881	0.14208204	0.07908118	0.5031879
ENSMUSG00000050875	218.6376	0.0925423	0.11082205	0.1262061	0.5793778
ENSMUSG00000050876	0.3357094	-0.005562726	0.21782702	0.6191699	NA
ENSMUSG00000050890	144.4383	0.03967389	0.10778686	0.5028131	0.8508023
ENSMUSG00000050891	32.27758	-0.0997124	0.14455271	0.02682401	0.3555862
ENSMUSG00000050896	8.005288	-0.422014	1.0466345	0.001394801	0.09674276
ENSMUSG00000050900	2.584965	-0.005609295	0.13785841	0.7602707	0.9436139
ENSMUSG00000050908	214.8443	-0.007738042	0.10096576	0.8999591	0.9770942
ENSMUSG00000050910	128.9584	-0.0002380572	0.10117802	0.9969101	0.999509
ENSMUSG00000050912	109.401	-0.01046248	0.1097084	0.8553015	0.9678315
ENSMUSG00000050914	42.97661	0.02828135	0.12030666	0.5536902	0.8737878
ENSMUSG00000050919	8.567896	0.002818972	0.13263121	0.9070931	0.9786372
ENSMUSG00000050926	8.046601	0.006346845	0.13304344	0.790018	0.9517878
ENSMUSG00000050930	52.21348	0.03448524	0.12546057	0.4027513	0.8007678
ENSMUSG00000050931	23.40929	0.0007584718	0.12578345	0.9839905	0.9966454
ENSMUSG00000050936	17.56273	0.05067684	0.14363469	0.1006309	0.5479519
ENSMUSG00000050944	27.11819	-0.02810404	0.12432036	0.5044896	0.8508023
ENSMUSG00000050945	52.54657	0.02774983	0.12348581	0.5218612	0.8582785
ENSMUSG00000050947	450.6362	-0.05326475	0.08713252	0.3976881	0.7984246
ENSMUSG00000050953	851.4159	-0.02167098	0.10024261	0.7261269	0.9337414
ENSMUSG00000050954	158.7488	-0.08233696	0.12163912	0.1183169	0.5695637
ENSMUSG00000050957	2.088591	0.04586549	0.30295014	0.05172218	0.4458287
ENSMUSG00000050963	340.0947	-0.07480386	0.10450359	0.2273593	0.6812127
ENSMUSG00000050965	1278.568	-0.2287687	0.11041438	0.00100868	0.07948824
ENSMUSG00000050966	0.3426768	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000050967	643.4706	-0.04324484	0.10429717	0.477825	0.8393096
ENSMUSG00000050973	46.84246	0.02442843	0.11973551	0.6124962	0.8975783
ENSMUSG00000050974	0.2748339	-0.007632806	0.23249291	0.4982645	NA
ENSMUSG00000050989	94.54948	0.01493482	0.11410527	0.7819794	0.9492114
ENSMUSG00000050994	6.472543	0.01401941	0.1391855	0.4818682	0.8414464
ENSMUSG00000051000	7.892766	0.008866969	0.13276302	0.7194272	0.931547
ENSMUSG00000051007	124.0794	-0.00266429	0.11053598	0.9625487	0.9911281
ENSMUSG00000051008	2.380161	-0.009620485	0.15128049	0.5230294	0.8585968
ENSMUSG00000051022	69.23773	-0.02793992	0.12213172	0.5373325	0.8680094
ENSMUSG00000051029	14.29275	0.001398074	0.12759875	0.9674169	0.9921149
ENSMUSG00000051034	68.38821	0.09034399	0.12426519	0.08268467	0.5076547
ENSMUSG00000051036	0.05631087	0	0.21433685	1	NA
ENSMUSG00000051037	21.17143	-0.08221753	0.1713718	0.02418029	0.3364349
ENSMUSG00000051041	81.36873	0.05902476	0.12548381	0.19315	0.652251
ENSMUSG00000051043	20.47651	-0.02670275	0.12772419	0.4641134	0.8329214
ENSMUSG00000051048	9.479693	0.0231394	0.13485688	0.3731533	0.7866466
ENSMUSG00000051054	20.28346	-0.04409313	0.12806438	0.2630292	0.7171917
ENSMUSG00000051062	165.589	0.115801	0.11757096	0.05165777	0.4458287
ENSMUSG00000051065	221.0875	0.09260694	0.11078603	0.1260711	0.5790765
ENSMUSG00000051067	579.6311	-0.01778766	0.1188934	0.7163319	0.9304728
ENSMUSG00000051074	8.023463	-0.001633582	0.13317562	0.9438144	0.9861801
ENSMUSG00000051076	3.935832	0.01038352	0.1399288	0.5722798	0.8815053
ENSMUSG00000051079	0.634614	-0.005555211	0.18675615	0.6419329	NA
ENSMUSG00000051095	0.1285405	0	0.21433685	1	NA
ENSMUSG00000051098	219.4687	-0.008659454	0.11184248	0.8766576	0.9722153
ENSMUSG00000051107	83.96569	-0.02414735	0.11692312	0.6389831	0.9052138
ENSMUSG00000051111	1915.811	-0.02108185	0.10440162	0.7271231	0.9337414
ENSMUSG00000051113	7.033036	0.008690489	0.13348412	0.7122889	0.9291951
ENSMUSG00000051116	0.6719357	-0.008503415	0.17200284	0.5155511	NA
ENSMUSG00000051124	1.780507	0.00597458	0.14676406	0.6879636	NA
ENSMUSG00000051133	0.05631087	0	0.21433685	1	NA
ENSMUSG00000051136	2.001723	0.008108238	0.16503358	0.5427136	0.869816
ENSMUSG00000051146	75.17898	-0.009557589	0.12884563	0.7657511	0.9447665
ENSMUSG00000051147	6.950445	-0.01254111	0.13347714	0.6075668	0.8955789
ENSMUSG00000051149	121.8806	-0.03241149	0.15696472	0.1454426	0.5991314
ENSMUSG00000051154	232.8116	-0.07176286	0.10814692	0.2350115	0.6885268
ENSMUSG00000051159	4.646997	-0.02687198	0.1534433	0.1957319	0.6541375
ENSMUSG00000051166	959.0969	-0.2322844	0.09850354	0.0006769388	0.06461974
ENSMUSG00000051169	42.8828	-0.04999705	0.12091078	0.3082011	0.7481553
ENSMUSG00000051172	0.1346792	-0.006263472	0.22689981	0.5714135	NA
ENSMUSG00000051177	2518.958	-0.0330025	0.10286081	0.5898232	0.8891279
ENSMUSG00000051184	22.78061	0.03002791	0.12493228	0.4682528	0.8354117
ENSMUSG00000051185	277.3755	0.07462976	0.09934877	0.2375447	0.6915722
ENSMUSG00000051212	7.73427	-0.02344487	0.13522934	0.3626821	0.7810574
ENSMUSG00000051219	7.442249	-0.01297363	0.14477008	0.4577281	0.8304605
ENSMUSG00000051220	1.60718	0.01084245	0.16896098	0.4350038	NA
ENSMUSG00000051223	1040.607	-0.07960096	0.10338205	0.202733	0.6597946
ENSMUSG00000051224	27.69546	0.02977652	0.12482506	0.4733989	0.8373947
ENSMUSG00000051228	4.240789	0.01119848	0.13588922	0.600236	0.8937362
ENSMUSG00000051232	181.839	0.06817157	0.11614179	0.2180842	0.6718742
ENSMUSG00000051234	396.5621	0.04985805	0.09909746	0.4257693	0.8107634
ENSMUSG00000051235	6.289903	-0.01205455	0.13601821	0.5749089	0.8828872
ENSMUSG00000051236	34.51243	0.02353856	0.12553767	0.5528467	0.8737878
ENSMUSG00000051237	0.07853339	0	0.21433685	1	NA
ENSMUSG00000051238	59.29247	0.04262419	0.1173648	0.4134305	0.8043688
ENSMUSG00000051242	132.6511	-0.002709579	0.10574024	0.9637631	0.9917145
ENSMUSG00000051243	360.339	-0.02763528	0.11736673	0.5891068	0.8889396
ENSMUSG00000051246	36.99148	-0.02254227	0.11941596	0.6422486	0.9069545
ENSMUSG00000051255	19.75146	-0.006057835	0.12963572	0.8409508	0.9644247
ENSMUSG00000051256	97.75955	-0.06780741	0.11358177	0.235453	0.6890303
ENSMUSG00000051257	0.2449188	0.00281623	0.21579997	0.7934823	NA
ENSMUSG00000051262	19.55672	-0.04754703	0.13139626	0.1935109	0.652399
ENSMUSG00000051276	0.1750434	0	0.21433685	1	NA
ENSMUSG00000051278	82.08632	-0.004788945	0.11773871	0.9237368	0.9823214
ENSMUSG00000051279	0.1234789	-0.003673016	0.21871786	0.7333934	NA
ENSMUSG00000051285	1668.8	-0.1828147	0.10761336	0.006463254	0.2018432
ENSMUSG00000051295	1.544932	-0.0111322	0.15348725	0.4650115	NA
ENSMUSG00000051297	0.3670223	-0.006236667	0.20595353	0.5926256	NA
ENSMUSG00000051306	174.4969	0.03874882	0.10122678	0.5310166	0.8635249
ENSMUSG00000051314	1.106907	-0.02326913	0.21837896	0.1633183	NA
ENSMUSG00000051316	68.37149	0.07093649	0.12555587	0.1355386	0.5862007
ENSMUSG00000051319	88.0357	-0.02213102	0.11570716	0.6742059	0.9177422
ENSMUSG00000051323	415.8721	0.03355252	0.11671222	0.5201407	0.8579613
ENSMUSG00000051329	163.0553	-0.05450487	0.10984904	0.3528523	0.7756581
ENSMUSG00000051331	1016.772	-0.0972492	0.10646462	0.1193502	0.5703754
ENSMUSG00000051335	477.0448	-0.1001654	0.10356299	0.113737	0.56303
ENSMUSG00000051339	108.5002	-0.01919266	0.12265108	0.6618578	0.9133342
ENSMUSG00000051341	39.90402	0.01487729	0.1230645	0.7292978	0.9347151
ENSMUSG00000051343	362.2442	0.007951746	0.10018411	0.8975891	0.9770942
ENSMUSG00000051344	676.6822	-0.07708663	0.09774719	0.224546	0.6786954
ENSMUSG00000051346	41.24772	-0.0384423	0.12431558	0.3757851	0.7894685
ENSMUSG00000051351	406.7059	-0.06306724	0.09696409	0.3184776	0.7550756
ENSMUSG00000051354	7.79123	-0.02600129	0.26782293	0.1312633	0.583526
ENSMUSG00000051355	93.53548	0.002541827	0.12090582	0.9558357	0.9903422
ENSMUSG00000051359	946.3726	-0.09914449	0.12583159	0.05951133	0.4636946
ENSMUSG00000051361	0.06859908	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000051367	0.6493586	0.001009523	0.16910052	0.9326344	NA
ENSMUSG00000051373	95.08112	0.02600493	0.10800141	0.657791	0.9126184
ENSMUSG00000051375	1033.222	-0.1027822	0.11997973	0.0697699	0.4851929
ENSMUSG00000051378	0.9069478	-0.0007904011	0.15453965	0.9511952	NA
ENSMUSG00000051379	606.5481	-0.06069573	0.10128083	0.3305676	0.7607581
ENSMUSG00000051390	163.287	0.02530308	0.11144917	0.6538445	0.9103646
ENSMUSG00000051391	2418.393	0.04507772	0.09686597	0.4734837	0.8373947
ENSMUSG00000051396	275.8198	-0.03103769	0.08884449	0.6221436	0.8995653
ENSMUSG00000051397	1.417354	0.01232446	0.1934156	0.3628379	NA
ENSMUSG00000051401	248.0561	-0.1262668	0.11206648	0.04379514	0.4283709
ENSMUSG00000051403	513.8006	0.0837854	0.10457474	0.1789069	0.6370371
ENSMUSG00000051413	60.97707	-0.06194638	0.12148023	0.2150408	0.6691483
ENSMUSG00000051427	146.9423	0.02809341	0.10456276	0.6421869	0.9069365
ENSMUSG00000051431	1.732106	-0.04178643	0.40778456	0.0544904	NA
ENSMUSG00000051435	8.756428	0.008397015	0.13051067	0.7693958	0.9465541
ENSMUSG00000051439	8.579679	-0.02729413	0.13268468	0.3542891	0.7766557
ENSMUSG00000051444	67.42546	-0.1142543	0.12570181	0.03899129	0.4100396
ENSMUSG00000051451	499.8982	-0.011407	0.0919838	0.8562453	0.968272
ENSMUSG00000051452	0.3856216	0	0.21433685	1	NA
ENSMUSG00000051455	0.4399838	-0.01118625	0.25068848	0.3480223	NA
ENSMUSG00000051456	1.913519	-0.1065674	0.57348164	0.01355151	0.2641192
ENSMUSG00000051457	0.8605829	0.01012545	0.19494961	0.4313855	NA
ENSMUSG00000051469	458.3899	-0.04931144	0.09938904	0.4303355	0.8134892
ENSMUSG00000051483	189.0368	0.02115441	0.10981393	0.7128247	0.9295447
ENSMUSG00000051486	91.38063	-0.1213663	0.1257661	0.03174445	0.3784283
ENSMUSG00000051495	555.0857	0.167285	0.09732317	0.01157376	0.2512012
ENSMUSG00000051497	77.79641	0.03257747	0.12252219	0.4708903	0.836287
ENSMUSG00000051498	4.549793	-0.02232139	0.1446832	0.2835049	0.7312966
ENSMUSG00000051499	39.76071	-0.03674647	0.12496191	0.3845901	0.7942773
ENSMUSG00000051502	40.79118	-0.02808695	0.12119755	0.5465214	0.871601
ENSMUSG00000051503	0.7557342	-0.01865991	0.25413613	0.2063447	NA
ENSMUSG00000051504	80.92752	0.03350553	0.11409213	0.539541	0.8690775
ENSMUSG00000051506	26.58969	0.007200619	0.12502938	0.8547111	0.9678315
ENSMUSG00000051510	396.3709	-0.004884746	0.09731544	0.9376315	0.9846327
ENSMUSG00000051515	77.27214	0.1179513	0.12688081	0.03337176	0.38497
ENSMUSG00000051517	9.954605	0.03534019	0.13661108	0.2182983	0.6718742
ENSMUSG00000051518	56.3765	-0.07976625	0.12385932	0.1145998	0.5643435
ENSMUSG00000051527	880.4652	0.2718148	0.15244554	0.0002433236	0.03447516
ENSMUSG00000051537	136.547	0.1116659	0.11588921	0.06201994	0.4687948
ENSMUSG00000051548	0.2094547	-0.004321169	0.22030229	0.690318	NA
ENSMUSG00000051550	45.80614	0.02158056	0.12691363	0.5606151	0.8756721
ENSMUSG00000051557	65.81196	-0.03986784	0.1195068	0.4217305	0.8094971
ENSMUSG00000051579	206.2361	-0.1279787	0.10989031	0.04347943	0.4270031
ENSMUSG00000051586	444.5012	-0.03001311	0.11490369	0.5764635	0.8834432
ENSMUSG00000051590	48.29805	0.04560825	0.13179264	0.2008344	0.6589744
ENSMUSG00000051591	0.0392667	0	0.21433685	1	NA
ENSMUSG00000051592	0.2841855	0.00281623	0.21579997	0.7934823	NA
ENSMUSG00000051599	24.73715	-0.03592263	0.12929542	0.3181086	0.7550696
ENSMUSG00000051606	0.04285809	0	0.21433685	1	NA
ENSMUSG00000051615	442.9396	0.09757391	0.10374597	0.1224566	0.5731489
ENSMUSG00000051617	52.82722	-0.06366366	0.15559557	0.05089757	0.4429808
ENSMUSG00000051627	172.9983	0.118829	0.11429549	0.05221541	0.4470537
ENSMUSG00000051638	0.359407	0.00281623	0.21579997	0.7934823	NA
ENSMUSG00000051639	3.064758	-0.01267079	0.14486184	0.4650299	0.8331123
ENSMUSG00000051648	0.1199604	-0.005574104	0.22446132	0.6115387	NA
ENSMUSG00000051650	176.1201	-0.02836517	0.12609336	0.4712052	0.8364084
ENSMUSG00000051652	66.32168	-0.01860861	0.11830625	0.7080459	0.9288581
ENSMUSG00000051663	11.31872	0.02943233	0.13946178	0.24229	0.6966988
ENSMUSG00000051669	8.428817	0.002107926	0.13114099	0.9375534	0.9846319
ENSMUSG00000051671	63.8749	0.06590219	0.11317246	0.2499635	0.7040096
ENSMUSG00000051674	729.5304	-0.159737	0.09351617	0.01492353	0.2717492
ENSMUSG00000051675	926.6392	0.04076588	0.07979247	0.506742	0.8511416
ENSMUSG00000051678	77.96571	-0.1706476	0.15185078	0.004278885	0.1628108
ENSMUSG00000051682	0.2297411	0.00281623	0.21579997	0.7934823	NA
ENSMUSG00000051695	299.5737	-0.1055457	0.12155184	0.06020157	0.4636946
ENSMUSG00000051703	183.1506	-0.04638956	0.10442625	0.4466998	0.8256098
ENSMUSG00000051705	63.71527	-0.0001961841	0.11219624	0.9971777	0.999509
ENSMUSG00000051721	43.28236	-0.02181068	0.11625189	0.6753799	0.9183222
ENSMUSG00000051723	0.4328271	0	0.20301673	1	NA
ENSMUSG00000051726	594.8306	-0.02618836	0.08813038	0.6771402	0.918676
ENSMUSG00000051727	7.349706	0.04355226	0.16455207	0.08468982	0.5146262
ENSMUSG00000051728	0.0392667	0	0.21433685	1	NA
ENSMUSG00000051729	0.8712458	0.0009428373	0.2080266	0.9307519	NA
ENSMUSG00000051730	40.29876	-0.06523439	0.12626197	0.1540349	0.6091396
ENSMUSG00000051732	0.02933238	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000051735	6.95239	-0.01247439	0.13205246	0.6379771	0.9050634
ENSMUSG00000051736	72.07777	0.03954562	0.12036719	0.4158139	0.806584
ENSMUSG00000051747	92.88248	-0.05101132	0.12812353	0.2116958	0.6664775
ENSMUSG00000051768	113.397	0.1230433	0.11316807	0.04719335	0.4369409
ENSMUSG00000051777	15.25076	-0.0811937	0.18902966	0.02092472	0.3182741
ENSMUSG00000051786	288.9213	-0.02119953	0.08949365	0.7363601	0.9368226
ENSMUSG00000051790	816.2368	-0.07567658	0.12146735	0.1447274	0.5977417
ENSMUSG00000051805	0.3288809	-0.007058519	0.23003266	0.5278737	NA
ENSMUSG00000051811	3.524011	0.005801052	0.13850884	0.7469776	0.9388041
ENSMUSG00000051817	90.6804	0.03661988	0.11090375	0.5220433	0.8582785
ENSMUSG00000051832	0.7562854	-0.001928864	0.16373271	0.8749753	NA
ENSMUSG00000051839	0.1454825	-0.006263464	0.22689978	0.571414	NA
ENSMUSG00000051844	4.415079	-0.01487307	0.13804458	0.476022	0.8383765
ENSMUSG00000051851	110.3054	0.07290145	0.11228325	0.2114878	0.6664775
ENSMUSG00000051853	5020.842	0.0416898	0.10215599	0.4988091	0.8485729
ENSMUSG00000051855	513.3698	0.00801972	0.11131716	0.8865147	0.9741474
ENSMUSG00000051860	0.3658534	0.002749517	0.19390645	0.8087184	NA
ENSMUSG00000051864	217.1857	0.1197214	0.09934045	0.06418614	0.4763411
ENSMUSG00000051890	139.88	-0.117019	0.12169881	0.04260716	0.4233058
ENSMUSG00000051906	1.002586	0.005309409	0.16837981	0.6708625	NA
ENSMUSG00000051910	204.0946	-0.1012228	0.11210461	0.09486986	0.5342223
ENSMUSG00000051920	4.654479	0.01383972	0.13854151	0.4939162	0.8466638
ENSMUSG00000051934	127.9715	-0.05492716	0.10638995	0.3634771	0.7814293
ENSMUSG00000051940	2.413395	-0.02206721	0.32146025	0.1304384	0.5830797
ENSMUSG00000051950	113.1857	-0.1199106	0.11811509	0.04469706	0.4304445
ENSMUSG00000051951	622.0385	-0.3361649	0.12118713	8.417321e-06	0.005773347
ENSMUSG00000051956	1.329857	-0.003893352	0.16252029	0.7566281	NA
ENSMUSG00000051965	2.330254	-0.01400635	0.16257362	0.3601135	0.7802583
ENSMUSG00000051977	8.548087	-0.001038213	0.13029178	0.9710496	0.9935123
ENSMUSG00000051978	25.5742	-0.0409219	0.12609434	0.3223633	0.7576366
ENSMUSG00000051980	5.692298	0.2074187	0.74083308	0.004267586	0.1628108
ENSMUSG00000051984	1.513036	0.02214841	0.24227871	0.1689121	NA
ENSMUSG00000051985	46.9263	-0.2830178	1.03522781	0.003355602	0.1501024
ENSMUSG00000051989	30.35098	0.0342354	0.12790663	0.3621477	0.7810574
ENSMUSG00000051998	1.092604	0.002480999	0.15433005	0.8493266	NA
ENSMUSG00000052005	5.141855	-0.003871699	0.13448552	0.856608	0.9682976
ENSMUSG00000052013	6.003669	0.008122927	0.13809787	0.6656454	0.9145387
ENSMUSG00000052014	1.969549	-0.04447237	0.39921248	0.05286339	0.4491923
ENSMUSG00000052026	134.5067	-0.02882196	0.1236403	0.5047202	0.8508023
ENSMUSG00000052031	211.8478	-0.02282371	0.11358537	0.6761462	0.9183222
ENSMUSG00000052033	74.52108	-0.02584674	0.12232575	0.5643939	0.8776439
ENSMUSG00000052040	773.1494	-0.08753922	0.12083883	0.1053568	0.5528793
ENSMUSG00000052056	33.60716	0.0504875	0.12513738	0.2535821	0.7076682
ENSMUSG00000052062	63.54553	0.02104872	0.11846894	0.671303	0.9161957
ENSMUSG00000052085	51.75177	0.001467685	0.11903213	0.9758204	0.995045
ENSMUSG00000052087	524.6089	0.06836028	0.10208949	0.2734183	0.7233722
ENSMUSG00000052102	94.73559	-0.01260592	0.11023286	0.8250861	0.9612874
ENSMUSG00000052105	842.4357	-0.03873322	0.11918139	0.4375663	0.8184345
ENSMUSG00000052117	1.00488	0.002491862	0.16851379	0.8364504	NA
ENSMUSG00000052125	50.66662	-0.1285806	0.215953	0.005910629	0.1923707
ENSMUSG00000052133	134.2453	-0.009427532	0.12002593	0.8417802	0.9645462
ENSMUSG00000052135	87.73808	0.0001061568	0.11997247	0.998205	0.9998264
ENSMUSG00000052137	306.5111	-0.07091592	0.10901174	0.2370776	0.6909675
ENSMUSG00000052139	175.332	-0.04717539	0.10334575	0.4421664	0.8221792
ENSMUSG00000052142	15.71578	0.03872704	0.13138039	0.2568977	0.7107896
ENSMUSG00000052144	647.7012	-0.07691509	0.08649375	0.2230176	0.677967
ENSMUSG00000052146	657.403	0.07058695	0.10874745	0.2401096	0.6940859
ENSMUSG00000052151	23.37785	0.04625491	0.13653799	0.1523152	0.606268
ENSMUSG00000052154	2.157796	-0.03473979	0.22760191	0.08742462	0.522133
ENSMUSG00000052155	731.3785	-0.03154348	0.10233349	0.607277	0.8955789
ENSMUSG00000052160	40.17557	0.06219712	0.11966428	0.2293607	0.6828392
ENSMUSG00000052180	0.4624917	0.005017376	0.20967192	0.6572652	NA
ENSMUSG00000052187	0.05631087	0	0.21433685	1	NA
ENSMUSG00000052188	9.317042	0.006580377	0.13242516	0.7914318	0.9522306
ENSMUSG00000052192	0.5290703	-0.006821115	0.20221304	0.5655898	NA
ENSMUSG00000052214	223.1063	0.03971456	0.10038093	0.5224966	0.8584829
ENSMUSG00000052221	3.369799	-0.01564264	0.14298763	0.4084187	0.8029759
ENSMUSG00000052229	299.8151	0.1227209	0.10655185	0.05459058	0.4537738
ENSMUSG00000052234	0.6507391	0.005768578	0.18187843	0.6338705	NA
ENSMUSG00000052241	1.025646	-0.002205671	0.16947936	0.8542048	NA
ENSMUSG00000052248	12.88918	0.004401924	0.12931193	0.886201	0.9741474
ENSMUSG00000052253	206.5292	0.04730472	0.10897098	0.4214234	0.8094109
ENSMUSG00000052270	2.438036	0.01356901	0.15571395	0.3899307	0.7960085
ENSMUSG00000052271	0.9640261	-0.0231991	0.26853375	0.1532556	NA
ENSMUSG00000052273	12.88438	0.02118275	0.14079938	0.328568	0.7605488
ENSMUSG00000052281	1.287035	0.001627635	0.15136243	0.902983	NA
ENSMUSG00000052291	26.66772	-0.006642629	0.12735899	0.8489126	0.9666024
ENSMUSG00000052293	48.45573	0.03196909	0.13619328	0.251045	0.7049905
ENSMUSG00000052295	0.1365693	0	0.21433685	1	NA
ENSMUSG00000052296	796.9494	0.01049314	0.08975832	0.8675972	0.9699071
ENSMUSG00000052298	1153.307	-0.07557779	0.08669931	0.2313012	0.6851356
ENSMUSG00000052299	819.0898	-0.1770918	0.09376546	0.007365607	0.2137989
ENSMUSG00000052301	45.78932	0.04858883	0.12871747	0.2201632	0.674136
ENSMUSG00000052302	378.0622	-0.04676516	0.108181	0.4299653	0.8134892
ENSMUSG00000052305	469.658	0.02041128	0.10457586	0.7351149	0.9365848
ENSMUSG00000052310	196.0012	0.07269512	0.10090466	0.2473117	0.7008162
ENSMUSG00000052316	0.2337082	-0.0005962024	0.2142338	0.9552944	NA
ENSMUSG00000052331	119.4429	-0.0004834334	0.11591679	0.9925855	0.998657
ENSMUSG00000052334	0.05866477	-0.0005962034	0.2142338	0.9552944	NA
ENSMUSG00000052336	316.8504	0.01178513	0.11460208	0.8254662	0.9612874
ENSMUSG00000052337	792.1506	-0.06765328	0.08918282	0.2855936	0.7324268
ENSMUSG00000052353	54.9193	0.01141991	0.12348285	0.786439	0.950627
ENSMUSG00000052364	251.0354	0.08080963	0.10833162	0.1841505	0.6418468
ENSMUSG00000052368	2.614467	0.001457163	0.15023237	0.9141052	0.9803286
ENSMUSG00000052369	98.29126	0.1454397	0.13358257	0.01226875	0.2555737
ENSMUSG00000052372	498.9001	-0.3835041	0.12388837	7.200117e-07	0.001111158
ENSMUSG00000052373	272.7491	-0.05450381	0.11094759	0.347406	0.7704787
ENSMUSG00000052374	291.8745	0.006666696	0.12086106	0.8848051	0.9736941
ENSMUSG00000052376	1.657402	-0.00826131	0.15196888	0.5704384	NA
ENSMUSG00000052384	48.68534	0.009137388	0.11875756	0.8516552	0.9670223
ENSMUSG00000052387	507.8446	-0.06744904	0.10384824	0.275717	0.7248726
ENSMUSG00000052392	3.410112	-0.008700013	0.13941574	0.6318845	0.902451
ENSMUSG00000052395	94.70552	-0.06917501	0.11291273	0.2304964	0.6837358
ENSMUSG00000052397	231.609	0.04565876	0.11367408	0.4114681	0.8043688
ENSMUSG00000052403	0.6539059	-0.005314567	0.18656993	0.6553259	NA
ENSMUSG00000052406	194.6477	0.07484323	0.09832634	0.2373588	0.6913569
ENSMUSG00000052407	45.46198	0.01893203	0.11799539	0.7053346	0.9283281
ENSMUSG00000052414	0.4967487	0.002017407	0.21472361	0.8505247	NA
ENSMUSG00000052415	32.6333	0.002486035	0.12404154	0.9516043	0.9888128
ENSMUSG00000052419	66.24723	0.00440804	0.12050735	0.9244415	0.9823683
ENSMUSG00000052423	189.9928	0.03696872	0.11446333	0.4972692	0.8485204
ENSMUSG00000052428	178.353	-0.01440781	0.11189086	0.7963732	0.9533672
ENSMUSG00000052429	199.133	0.05982599	0.10938342	0.312179	0.7513032
ENSMUSG00000052430	239.6461	-0.02828456	0.09537305	0.6526976	0.9099745
ENSMUSG00000052435	0.4582597	-0.007058519	0.23003266	0.5278737	NA
ENSMUSG00000052446	121.3571	-0.09009839	0.11697368	0.1138144	0.5632626
ENSMUSG00000052456	274.653	0.03406392	0.10294056	0.5778721	0.8839195
ENSMUSG00000052459	2712.627	-0.06661955	0.09597838	0.2932985	0.7375187
ENSMUSG00000052469	0.189032	-0.006263471	0.22689981	0.5714136	NA
ENSMUSG00000052471	2.118624	-0.05629212	0.39937349	0.0375185	0.4035241
ENSMUSG00000052477	0.922843	0.01884856	0.20045392	0.2238665	NA
ENSMUSG00000052479	57.05258	-0.05368715	0.12225485	0.2637428	0.7174283
